path,kind,bytes,loc
.agent/reports/shadow-canary-metrics-post-shadow.json,.json,967,1
.agent/reports/shadow-canary-metrics-stable.json,.json,723,1
.agent/reports/shadow-status-post-shadow.json,.json,0,0
.agent/reports/shadow-traffic-main-summary.json,.json,87128,3952
.agent/reports/stage1-shadow-gate-postfix-report.json,.json,1954,79
.agent/reports/stage2-burn-15m-read-after-write-fix.json,.json,93777,2567
.agent/reports/stage2-burn-15m-rerun.json,.json,50977,1670
.agent/reports/stage2-burn-15m.json,.json,87260,2391
.agent/reports/stage2-canary-inprocess-writepath.json,.json,270,15
.agent/reports/stage2-canary-post-orphan-fix-smoke.json,.json,734,23
.agent/reports/stage2-canary-readcheck-post-repair-3m.json,.json,12205,148
.agent/reports/stage2-canary-readcheck-projection-guard-3m.json,.json,218,12
.agent/reports/stage2-mixed-certification-15m.json,.json,33629,1017
.agent/reports/stage2-mixed-inprocess-writepath.json,.json,727,31
.agent/reports/stage2-mixed-smoke-2m.json,.json,36340,1096
.agent/reports/stage2-mixed-writepath-canary.json,.json,760,32
.agent/reports/stage2-pre-metrics.json,.json,471,1
.agent/reports/stage2-read-canary-after-baseline-fix-4m-auth.json,.json,7495,111
.agent/reports/stage2-read-canary-after-baseline-fix-4m.json,.json,5830,110
.agent/reports/stage2-reads-only-certification-summary.json,.json,3944,169
.agent/reports/stage2-reads-only-shadow-gate-15m.json,.json,26856,653
.agent/reports/stage2-reads-only-shadow-gate-3m.json,.json,13542,333
.agent/reports/stage2-rerun-decision-slice.json,.json,37218,1097
.agent/reports/stage2-rerun-post-metrics.json,.json,472,1
.agent/reports/stage2-rerun-pre-metrics.json,.json,471,1
.agent/reports/stage2-rerun-summary.json,.json,796,38
.agent/reports/stage3-burn-30m.json,.json,232,6
